Date,S,r,q,sigma_hist,sigma_ml,price_bsm,price_ml,call_comp,put_comp,intrinsic,bsm_error,ml_error,improvement,vol_regime
2025-04-17,231.9600067138672,0.0434,0.0217709943689965,0.5321783377788442,0.5317040727373512,96.94942190887856,96.91565691117287,93.47539534928714,3.4402615618857375,81.96000671386719,14.989415195011375,14.955650197305687,0.033764997705688415,Extreme
2025-04-21,228.9900054931641,0.0434,0.0220533642467236,0.5337118659191635,0.5323866342990621,94.7189735301331,94.62239627373089,90.93319262222336,3.6892036515075333,78.99000549316409,15.728968036969007,15.632390780566794,0.09657725640221315,Extreme
2025-04-22,235.58999633789065,0.0433,0.021435545135614,0.5423197787163014,0.5431158862084491,100.55426657265193,100.61056482202166,97.1758251651505,3.4347396568711623,85.58999633789065,14.964270234761273,15.020568484131005,-0.056298249369731934,Extreme
2025-04-23,240.8800048828125,0.0433,0.0209647953239489,0.5399350739648979,0.5329457033530424,104.67073047584663,104.20088789150667,101.34728823448303,2.8535996570236346,90.8800048828125,13.790725593034125,13.320883008694167,0.4698425843399576,Extreme
2025-04-24,244.63999938964844,0.0432,0.0206425768991139,0.5410445388224828,0.5397230896095444,107.83053464348359,107.7434530041379,104.97872402424096,2.7647289798969386,94.63999938964844,13.19053525383515,13.103453614489467,0.08708163934568347,Extreme
2025-04-25,243.5500030517578,0.0432,0.0207349617603035,0.5411752926320261,0.5401006117606897,106.93835873366271,106.86691917361432,104.02876772156067,2.838151452053655,93.55000305175781,13.388355681904898,13.316916121856508,0.0714395600483897,Extreme
2025-04-28,243.22000122070312,0.0432,0.0207630950359938,0.5398288744225898,0.5323683169317411,106.57659023548887,106.08409384440421,103.38346173899042,2.700632105413785,93.22000122070312,13.35658901478574,12.864092623701083,0.49249639108465715,Extreme
2025-04-29,244.6199951171875,0.0431,0.0206442649857005,0.5348173432687414,0.5300277147238552,107.39650901585983,107.0860904127421,104.51185907036472,2.57423134237737,94.6199951171875,12.776513898672334,12.466095295554595,0.31041860311773917,Extreme
2025-04-30,244.6199951171875,0.0431,0.0206442649857005,0.5337236986319146,0.5297927358280389,107.3253424432943,107.07094545687241,104.50131998971476,2.569625467157655,94.6199951171875,12.705347326106804,12.450950339684908,0.2543969864218951,Extreme
2025-05-01,246.88999938964844,0.0431,0.0204544534508664,0.5339963737568965,0.5302851249213454,109.2373372308851,109.00119731146471,106.54842814096368,2.4527691705010284,96.88999938964844,12.347337841236666,12.11119792181627,0.23613991942039547,Extreme
2025-05-02,252.50999450683597,0.0433,0.0199992083872279,0.5386320970648975,0.5324228073370775,114.28861132170783,113.90791397251779,111.70730791589983,2.2006060566179606,102.50999450683597,11.778616814871867,11.397919465681824,0.3806973491900436,Extreme
2025-05-05,252.55999755859372,0.0433,0.019995248847072,0.4673001518930517,0.442833588417718,110.32919406740234,109.15953822299562,108.25524869924689,0.9042895237487292,102.55999755859372,7.769196508808619,6.5995406644019,1.1696558444067193,Extreme
2025-05-06,249.25,0.0433,0.0202607823470411,0.3655782859893816,0.36922813304624574,103.13594009358715,103.2523474819285,102.91137180671728,0.34097567521120986,99.25,3.885940093587152,4.002347481928496,-0.11640738834134368,Extreme
2025-05-07,249.38999938964844,0.0434,0.0202494086064367,0.363979266080968,0.36767460356167425,103.22954541007483,103.3458051440932,103.0165557668989,0.3292493771943046,99.38999938964844,3.839546020426397,3.955805754444768,-0.11625973401837086,Extreme
2025-05-08,253.47000122070312,0.0434,0.0199234622467328,0.3650831935284065,0.36590178670611484,107.0971713914749,107.12110571112486,106.85172797837413,0.26937773275072896,103.47000122070312,3.6271701707717767,3.65110449042173,-0.023934319649953295,Extreme
2025-05-09,253.0800018310547,0.0434,0.0199541645466367,0.2621569130640783,0.24748107045562434,104.7957083402865,104.67898747207269,104.67238845527115,0.006599016801544233,103.08000183105469,1.7157065092318078,1.598985641018004,0.1167208682138039,High
2025-05-12,260.04998779296875,0.0441999999999999,0.0194193433457124,0.2412401511933835,0.2348499502563597,111.66797860863535,111.64095140464862,111.63924031264958,0.0017110919990413892,110.04998779296875,1.6179908156666016,1.590963611679868,0.02702720398673364,High
2025-05-13,263.010009765625,0.0441,0.0192007901315245,0.210893670910003,0.21390890006909785,114.51243279700915,114.51758578746094,114.51731512642687,0.00027066103407493054,113.010009765625,1.5024230313841542,1.5075760218359449,-0.005152990451790629,High
2025-05-14,265.6400146484375,0.0441,0.0190106901126452,0.207299224656865,0.21062949038661702,117.13240412971123,117.13678683908307,117.13663557906239,0.00015126002068894303,115.6400146484375,1.492389481273733,1.4967721906455722,-0.004382709371839155,High
2025-05-15,267.489990234375,0.0438,0.0188792111270226,0.2021003025614904,0.20674222974312642,118.93132080964585,118.93594621166447,118.9358608473521,8.536431237145562e-05,117.489990234375,1.4413305752708538,1.4459559772894721,-0.004625402018618274,High
2025-05-16,267.5599975585937,0.0437,0.0188742713637306,0.1877019208234996,0.18301169673890175,118.97755515695604,118.975742731824,118.97573738171539,5.350108612507871e-06,117.5599975585937,1.4175575983623503,1.415745173230306,0.0018124251320443818,Normal
2025-05-19,264.8800048828125,0.0438999999999999,0.0190652367370432,0.1966552779511547,0.19198463028907767,116.3340024750513,116.33060277393348,116.33057856224838,2.421168510031795e-05,114.8800048828125,1.4539975922388066,1.450597891120978,0.003399701117828613,Normal
2025-05-20,265.67999267578125,0.0438,0.019007829491183,0.1844213944448363,0.18128318190803264,117.11168594625872,117.11050181045961,117.11049626467246,5.5457871516358126e-06,115.67999267578125,1.4316932704774672,1.4305091346783598,0.0011841357991073664,Normal
2025-05-21,261.0400085449219,0.0436,0.0193456935132261,0.1862459447073012,0.18513937721650556,112.44737906258531,112.44671604793164,112.44669780848963,1.8239442018868203e-05,111.04000854492188,1.4073705176634377,1.4067075030097698,0.0006630146536679149,Normal
2025-05-22,260.6700134277344,0.0437,0.0193731527980298,0.1762754494840358,0.17960777623653576,112.08720434206666,112.08853219811708,112.08852280124012,9.396876955911429e-06,110.67001342773438,1.4171909143322807,1.418518770382704,-0.0013278560504232928,Normal
2025-05-23,260.7099914550781,0.0436,0.0193701820625088,0.1713546666745015,0.17761056945774503,112.11128666164475,112.11331078980248,112.1133036483051,7.141497383225703e-06,110.70999145507812,1.4012952065666298,1.4033193347243582,-0.0020241281577284553,Normal
2025-05-27,265.2900085449219,0.0435,0.0190357715607102,0.1759966543890252,0.17952835690552046,116.67608091504488,116.67709248287973,116.67708782734763,4.655532092794171e-06,115.29000854492188,1.3860723701230029,1.3870839379578541,-0.0010115678348512347,Normal
2025-05-28,263.489990234375,0.0435,0.0191658134546515,0.1791013862271116,0.18247858073536893,114.87789375125068,114.87921007630415,114.879200944802,9.131502157248622e-06,113.489990234375,1.3879035168756815,1.3892198419291475,-0.0013163250534660165,Normal
2025-05-29,264.3699951171875,0.0436,0.0191020164665868,0.1789689434254841,0.18254034601969593,115.77172813685046,115.77303449695042,115.77302643948858,8.057461842119298e-06,114.3699951171875,1.4017330196629558,1.403039379762916,-0.0013063600999601022,Normal
2025-05-30,264.0,0.0436,0.0191287878787878,0.1793987564373274,0.1827150457203364,115.4020764102259,115.40334240503742,115.40333369662449,8.70841292896729e-06,114.0,1.4020764102259022,1.4033424050374208,-0.001265994811518567,Normal
2025-06-02,264.6600036621094,0.0444,0.0190810849018475,0.1782605686672171,0.18219787767471718,116.1761270129562,116.17747547964666,116.17746833775348,7.1418931802635336e-06,114.66000366210938,1.5161233508468257,1.5174718175372846,-0.0013484666904588494,Normal
2025-06-03,266.2699890136719,0.0443,0.0189657122783773,0.1645182526954726,0.17815751828660978,117.76858460956265,117.770974990157,117.77097180991078,3.180246228196205e-06,116.26998901367188,1.4985955958907766,1.5009859764851257,-0.0023903805943490397,Normal
2025-06-04,264.2200012207031,0.0444,0.0191128604067401,0.1681827048376487,0.17924574341146535,115.7340379711924,115.73666357451947,115.73665850027999,5.074239484135199e-06,114.22000122070312,1.514036750489268,1.5166623538163435,-0.0026256033270755097,Normal
2025-06-05,261.95001220703125,0.0444,0.0192784873627291,0.1636180405201181,0.17198399122823946,113.46412668392303,113.46568495901836,113.46568246824427,2.4907740975152937e-06,111.95001220703125,1.514114476891777,1.5156727519871112,-0.0015582750953342384,Normal
2025-06-06,265.7300109863281,0.0443,0.0190042516509729,0.1685782013091325,0.1795114298035814,117.22926351403558,117.23164204580094,117.23163784260865,4.203192286931427e-06,115.73001098632812,1.4992525277074549,1.501631059472814,-0.002378531765359071,Normal
2025-06-09,266.739990234375,0.0444,0.0189322943123854,0.1616666843907706,0.16721438339155723,118.25255696559381,118.25309694392051,118.25309644006947,5.038510426656659e-07,116.739990234375,1.5125667312188114,1.5131067095455109,-0.0005399783266994973,Normal
2025-06-10,268.6000061035156,0.0445,0.0188011909353932,0.1617146578256258,0.16796085834369645,120.12647143290712,120.12700948907722,120.1270090751485,4.139287277190726e-07,118.60000610351562,1.526465329391499,1.5270033855615992,-0.0005380561701002762,Normal
2025-06-11,268.1499938964844,0.0445,0.0188327432964607,0.1358225552139453,0.1486666869780135,119.67593102803906,119.67605336468235,119.67605335699014,7.69220926952377e-09,118.14999389648438,1.5259371315546844,1.5260594681979711,-0.00012233664328675786,Normal
2025-06-12,268.239990234375,0.0446,0.0188264247832232,0.1310228495262016,0.13618836682136307,119.78024557088611,119.78025902790193,119.78025902768567,2.162659579018261e-10,118.239990234375,1.540255336511109,1.5402687935269341,-1.3457015825224516e-05,Normal
2025-06-13,264.95001220703125,0.0445,0.0190601991595831,0.1344136378784254,0.1420912791873015,116.4765211748988,116.47658053699158,116.47658053413838,2.8531964987641034e-09,114.95001220703125,1.5265089678675565,1.5265683299603268,-5.936209277024318e-05,Normal
2025-06-16,270.3599853515625,0.0443,0.0186787996508922,0.1501462184576322,0.152573102982076,121.85695681728154,121.85700627198628,121.85700625941521,1.2571061385023746e-08,120.3599853515625,1.4969714657190423,1.497020920423779,-4.945470473671776e-05,Normal
2025-06-17,269.5199890136719,0.0441999999999999,0.0187370147144961,0.1506698655484445,0.15429944450674643,121.00277929109846,121.00287040055656,121.0028703780622,2.2494362817007197e-08,119.51998901367188,1.482790277426588,1.482881386884685,-9.110945809709392e-05,Normal
2025-06-18,273.9599914550781,0.0441999999999999,0.0184333485089484,0.1553665792158531,0.15594776659117185,125.44204290564454,125.4420561329939,125.44205611965683,1.3337075624477121e-08,123.95999145507812,1.4820514505664164,1.4820646779157727,-1.3227349356270679e-05,Normal
2025-06-20,275.0,0.0438999999999999,0.0183636363636363,0.1554781005673071,0.15610129200406234,126.43880185114133,126.43881499084834,126.43881497945301,1.1395323046297852e-08,125.0,1.438801851141335,1.4388149908483427,-1.3139707007780999e-05,Normal
2025-06-23,278.2699890136719,0.0438,0.0181478427404253,0.1424241209873809,0.14693483726454465,129.69374906489193,129.69376724007986,129.69376723955517,5.247033955108192e-10,128.26998901367188,1.4237600512200572,1.4237782264079897,-1.8175187932456538e-05,Normal
2025-06-24,281.260009765625,0.0438,0.0179549165350885,0.1438124709730542,0.14439147054042495,132.68328613290927,132.6832876547354,132.68328765461325,1.221655049063449e-10,131.260009765625,1.4232763672842736,1.423277889110409,-1.521826135331139e-06,Normal
2025-06-25,284.0599975585937,0.0438,0.0177779343920409,0.1448148788680857,0.14496113905577773,135.48282982760043,135.48283014221974,135.4828301421443,7.544219511006244e-11,134.0599975585937,1.422832269006733,1.4228325836260467,-3.146193137126829e-07,Normal
2025-06-26,288.75,0.0438999999999999,0.0174891774891774,0.143649563435555,0.14771588264058635,140.18646115030447,140.18646703973963,140.18646703967934,6.026912052776982e-11,138.75,1.436461150304467,1.4364670397396253,-5.889435158223932e-06,Normal
2025-06-27,287.1099853515625,0.0438999999999999,0.0175890782545105,0.1426397257966648,0.1445854927720559,138.5466959788063,138.546698429196,138.54669842916377,3.2217210105360785e-11,137.1099853515625,1.436710627243798,1.4367130776334989,-2.4503897009253706e-06,Normal
2025-06-30,289.9100036621094,0.0441,0.0174191988417404,0.1439171754377977,0.1442451217141096,141.37499819312197,141.37499851259074,141.3749985125762,1.4517891502990872e-11,139.91000366210938,1.464994531012593,1.4649948504813608,-3.194687678842456e-07,Normal
2025-07-01,290.4100036621094,0.044,0.0173892081413133,0.1427351127034115,0.14606916471995737,141.86056847597618,141.8605717450965,141.86057174507255,2.39603276223899e-11,140.41000366210938,1.450564813866805,1.4505680829871324,-3.2691203273316205e-06,Normal
2025-07-02,292.0,0.0441,0.0172945205479452,0.142569600812866,0.14564314244658,143.46468121198907,143.46468359982038,143.46468359980616,1.419802133762951e-11,142.0,1.464681211989074,1.4646835998203755,-2.3878313015757158e-06,Normal
2025-07-03,296.0,0.0441999999999999,0.0217905405405405,0.1502859518160375,0.15273932415948177,146.1053879668293,146.10539230534425,146.1053923052791,6.514004775808831e-11,146.0,0.10538796682931206,0.10539230534425315,-4.338514941082394e-06,Normal
2025-07-07,291.9700012207031,0.0441999999999999,0.0220913106587425,0.1580301578049389,0.1627797446842278,142.07638080574398,142.0764197757772,142.07641977349456,2.282625056220949e-09,141.97000122070312,0.10637958504085532,0.10641855507407172,-3.8970033216401134e-05,Normal
